y_true,y_pred,y_diff
1.6192929113321065e-10,-4.14088063641389e-11,2.0333809749734955e-10
1.4520413679161038e-10,-1.4234302786635611e-11,1.59438439578246e-10
1.434106560021669e-10,-1.3549314275556448e-12,1.4476558742972253e-10
8.438257658578308e-12,-1.4835876325601205e-10,1.5679702091459037e-10
4.973203035807006e-11,-2.354784760414945e-10,2.8521050639956454e-10
1.5447407236301468e-10,-3.1375490395851806e-11,1.8584956275886648e-10
1.3225607074597504e-10,-9.299862395437885e-12,1.415559331414129e-10
1.5110984141958942e-10,-2.342004551564798e-13,1.513440418747459e-10
1.2516423365975744e-10,-4.658993192490633e-11,1.7175416558466376e-10
-2.506011250514312e-11,-2.732230134783844e-10,2.481629009732413e-10
-9.32601635869375e-09,-2.172558008783485e-08,1.2399563729141098e-08
7.537176966609226e-11,-5.518851908238056e-10,6.272569604898979e-10
-1.0462997876612143e-09,-2.720823702833184e-09,1.6745239151719695e-09
1.4221496637303434e-10,-1.752943277752676e-11,1.597443991505611e-10
1.3524584150790735e-10,-2.1364191767978346e-11,1.566100332758857e-10
1.4474946320563392e-10,-1.1834609544392562e-12,1.4593292416007316e-10
1.3238368331831856e-10,-5.034028391132002e-12,1.3741771170945056e-10
-2.9564617762692144e-10,-4.826842207166023e-10,1.8703804308968085e-10
-2.2077044217096548e-10,-3.937259542710702e-10,1.7295551210010474e-10
1.6238817962520377e-10,-4.576759958264438e-11,2.0815577920784816e-10
-5.871103926520692e-09,-1.2225961860414341e-08,6.354857933893649e-09
9.680358676344713e-11,-2.7683483622932406e-11,1.2448707038637953e-10
-5.6466515853804304e-11,-8.31677499118185e-10,7.752109832643807e-10
-7.416996936765265e-10,-1.2010847038602352e-09,4.5938501018370865e-10
-5.171027128635483e-09,-1.1687044655565469e-08,6.516017526929986e-09
1.6232851470542185e-10,-3.82186311833407e-12,1.6615037782375592e-10
-6.533316506865803e-11,-5.328164959730382e-10,4.674833309043802e-10
1.5894198840986213e-10,-1.3885958840304576e-12,1.603305842938926e-10
1.5889609230918588e-10,-9.088914340991316e-13,1.59804983743285e-10
1.524048411714598e-10,-2.574679494755203e-10,4.098727906469801e-10
1.5485013101011538e-10,-2.924560710631684e-13,1.5514258708117854e-10
1.586615951542107e-10,-1.977203012502882e-10,3.5638189640449894e-10
-5.692094750142932e-10,-1.3222269729536149e-09,7.530174979393216e-10
1.606212459578907e-10,-5.249990246420488e-12,1.658712362043112e-10
1.4127585416827242e-10,-3.0960519294042357e-12,1.4437190609767666e-10
-5.983233632949478e-10,-1.1792007530369471e-09,5.808773897419994e-10
1.3627121648967938e-10,-1.0215181571201901e-11,1.4648639806088127e-10
1.4199873731824168e-10,-5.346498161927889e-12,1.4734523548016957e-10
6.497283929034041e-11,-4.5279672760098865e-11,1.1025251205043927e-10
-1.0161898218694904e-09,-1.862969083934464e-09,8.467792620649737e-10
1.1048002442001754e-10,-2.5306187534107068e-11,1.357862119541246e-10
-6.774005492886093e-12,-3.029856033352857e-10,2.962115978423996e-10
-7.201300597579802e-10,-1.8306664867555043e-09,1.110536426997524e-09
