y_true,y_pred,y_diff
1.8823292724754674,2.058127389952961,0.1757981174774934
2.4145711058981614,2.3000346809834005,0.1145364249147609
4.660753972829458,4.41605324680239,0.24470072602706772
-3.65489259327773,-3.394195983091535,0.2606966101861947
-3.545348237878441,-3.636264744972538,0.09091650709409693
-3.3315829365579273,-3.526101923569322,0.1945189870113948
6.424032649854279,6.30028570088257,0.1237469489717089
-3.652434841914856,-3.3712428686148144,0.28119197330004164
8.521263744764456,8.398113643945868,0.12315010081858802
-3.9484798826054246,-3.4465887514845726,0.501891131120852
1.8167975225138049,1.4911327749813055,0.3256647475324994
6.502997729028034,6.930388774041868,0.4273910450138336
0.9817861614711214,0.9527030003310637,0.02908316114005771
0.6568202727434684,0.4210866206092969,0.23573365213417152
6.80056831647423,6.8493712251932894,0.048802908719059346
-1.94032794237763,-1.9612765769546008,0.020948634576970715
2.1697593726817814,2.223541607038494,0.0537822343567127
5.740254921999229,5.506783714664218,0.23347120733501114
-1.076946034483624,-1.3935472719974762,0.3166012375138523
7.918834306931522,8.061108383667998,0.1422740767364754
3.015212230699008,2.766443992911322,0.2487682377876861
-2.0042834405758203,-2.104205644510439,0.09992220393461881
-1.4156569758110376,-1.4184361199397737,0.002779144128736144
-2.0608946878904315,-2.2732587325801283,0.21236404468969683
-3.4683682794802766,-3.5963431515593527,0.1279748720790761
4.732581524042244,5.157560073036891,0.4249785489946474
-2.975356078488554,-3.0145415766789734,0.03918549819041939
-1.2720003010097476,-0.9597411233353723,0.3122591776743753
-1.2627698286371536,-1.2738027149009579,0.011032886263804276
-0.5345190125979138,-0.2894317935787032,0.2450872190192106
-3.3940537188954587,-3.517635646446094,0.12358192755063513
-3.8489731688704687,-3.5834751843408092,0.26549798452965945
-3.603990863423313,-3.5046145212568263,0.09937634216648661
2.89103545102102,3.045113530329752,0.15407807930873174
-2.3989923800712503,-2.6674592059993083,0.26846682592805804
-3.5652227991855296,-3.134908220463869,0.43031457872166046
5.361642518625679,5.302736166817279,0.05890635180839965
0.8373401184330405,0.5078048287098753,0.32953528972316515
9.260358643486944,9.509645388656478,0.24928674516953464
0.8160435576304534,0.8010363421343607,0.01500721549609274
